id	gtin	title	gender	quantity	size	colour	item_group_id	hierarchy	availability	link	sale_price	price	description	custom_label_3	shipping(price)	brand_name	size_system	condition	age_group	identifier_exists	pdxtcat_testing	pdxtstyletax	google_product_category	product_type	category_list	additional_image_link	image_link
AZZ00043	AZZ00043	"Leona Basic Slinky Crop Bralet"	Female	901			AZZ00043	Parent	"In Stock"	http://us.bhx.com/AZZ00043.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_white_xl.jpg
AZZ00043-105-14	AZZ0004310514	"Leona Basic Slinky Crop Bralet"	Female	25	2	black	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-105-14.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_black_xl.jpg
AZZ00043-105-16	AZZ0004310516	"Leona Basic Slinky Crop Bralet"	Female	110	4	black	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-105-16.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_black_xl.jpg
AZZ00043-105-18	AZZ0004310518	"Leona Basic Slinky Crop Bralet"	Female	124	6	black	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-105-18.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_black_xl.jpg
AZZ00043-105-20	AZZ0004310520	"Leona Basic Slinky Crop Bralet"	Female	234	8	black	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-105-20.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_black_xl.jpg
AZZ00043-105-22	AZZ0004310522	"Leona Basic Slinky Crop Bralet"	Female	16	10	black	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-105-22.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_black_xl.jpg
AZZ00043-122-14	AZZ0004312214	"Leona Basic Slinky Crop Bralet"	Female	34	2	coral	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-122-14.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl.jpg
AZZ00043-122-16	AZZ0004312216	"Leona Basic Slinky Crop Bralet"	Female	26	4	coral	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-122-16.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl.jpg
AZZ00043-122-18	AZZ0004312218	"Leona Basic Slinky Crop Bralet"	Female	27	6	coral	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-122-18.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl.jpg
AZZ00043-122-20	AZZ0004312220	"Leona Basic Slinky Crop Bralet"	Female	28	8	coral	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-122-20.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl.jpg
AZZ00043-122-22	AZZ0004312222	"Leona Basic Slinky Crop Bralet"	Female	27	10	coral	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-122-22.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_coral_xl.jpg
AZZ00043-163-14	AZZ0004316314	"Leona Basic Slinky Crop Bralet"	Female	50	2	silver	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-163-14.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl.jpg
AZZ00043-163-16	AZZ0004316316	"Leona Basic Slinky Crop Bralet"	Female	29	4	silver	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-163-16.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl.jpg
AZZ00043-163-18	AZZ0004316318	"Leona Basic Slinky Crop Bralet"	Female	39	6	silver	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-163-18.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl.jpg
AZZ00043-163-20	AZZ0004316320	"Leona Basic Slinky Crop Bralet"	Female	49	8	silver	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-163-20.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl.jpg
AZZ00043-163-22	AZZ0004316322	"Leona Basic Slinky Crop Bralet"	Female	49	10	silver	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-163-22.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_silver_xl.jpg
AZZ00043-173-14	AZZ0004317314	"Leona Basic Slinky Crop Bralet"	Female	2	2	white	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-173-14.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_white_xl.jpg
AZZ00043-173-20	AZZ0004317320	"Leona Basic Slinky Crop Bralet"	Female	18	8	white	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-173-20.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_white_xl.jpg
AZZ00043-173-22	AZZ0004317322	"Leona Basic Slinky Crop Bralet"	Female	14	10	white	AZZ00043	Variant	"In Stock"	http://us.bhx.com/AZZ00043-173-22.html	"8.00 USD"	"10.00 USD"	"Steal the style top spot in a statement separate from the tops collectionCamis or crops, bandeaus or bralets, we've got all the trend-setting tops so you can stay statement in separates this season. Hit refresh on your jersey basics with pastel hues and pick a quirky kimono to give your ensemble that Eastern-inspired edge. Off the shoulder styles are oh-so-sweet, with slogans making your tee a talking point."		" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00043_white_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00043_white_xl.jpg
AZZ00097	AZZ00097	"Daisy Faceted 5.5cm Hoop Earrings"	Female	158			AZZ00097	Parent	"In Stock"	http://us.bhx.com/AZZ00097.html	"8.00 USD"	"10.00 USD"	"Earrings are the must-have accessory of the moment. From simple studs, to statement drop designs, our accessory collection features the hottest earrings around— because we are all about keeping you in this seasons style loop."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl.jpg
AZZ00097-128-35	AZZ0009712835	"Daisy Faceted 5.5cm Hoop Earrings"	Female	62	"One Size"	gold	AZZ00097	Variant	"In Stock"	http://us.bhx.com/AZZ00097-128-35.html	"8.00 USD"	"10.00 USD"	"Earrings are the must-have accessory of the moment. From simple studs, to statement drop designs, our accessory collection features the hottest earrings around— because we are all about keeping you in this seasons style loop."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00097_gold_xl.jpg
AZZ00097-163-35	AZZ0009716335	"Daisy Faceted 5.5cm Hoop Earrings"	Female	96	"One Size"	silver	AZZ00097	Variant	"In Stock"	http://us.bhx.com/AZZ00097-163-35.html	"8.00 USD"	"10.00 USD"	"Earrings are the must-have accessory of the moment. From simple studs, to statement drop designs, our accessory collection features the hottest earrings around— because we are all about keeping you in this seasons style loop."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00097_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00097_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00097_silver_xl.jpg
AZZ00099	AZZ00099	"Plain 6.5cm Hoop Earrings"	Female	2895			AZZ00099	Parent	"In Stock"	http://us.bhx.com/AZZ00099.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl.jpg
AZZ00099-128-35	AZZ0009912835	"Plain 6.5cm Hoop Earrings"	Female	1003	"One Size"	gold	AZZ00099	Variant	"In Stock"	http://us.bhx.com/AZZ00099-128-35.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00099_gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00099_gold_xl.jpg
AZZ00099-163-35	AZZ0009916335	"Plain 6.5cm Hoop Earrings"	Female	1442	"One Size"	silver	AZZ00099	Variant	"In Stock"	http://us.bhx.com/AZZ00099-163-35.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00099_silver_xl.jpg
AZZ00099-364-35	AZZ0009936435	"Plain 6.5cm Hoop Earrings"	Female	450	"One Size"	"rose gold"	AZZ00099	Variant	"In Stock"	http://us.bhx.com/AZZ00099-364-35.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00099_rose%20gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_rose%20gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00099_rose%20gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00099_rose%20gold_xl.jpg
AZZ00101	AZZ00101	"Paige Chunky 5cm Hoop Earrings"	Female	186			AZZ00101	Parent	"In Stock"	http://us.bhx.com/AZZ00101.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl.jpg
AZZ00101-128-35	AZZ0010112835	"Paige Chunky 5cm Hoop Earrings"	Female	110	"One Size"	gold	AZZ00101	Variant	"In Stock"	http://us.bhx.com/AZZ00101-128-35.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00101_gold_xl.jpg
AZZ00101-163-35	AZZ0010116335	"Paige Chunky 5cm Hoop Earrings"	Female	76	"One Size"	silver	AZZ00101	Variant	"In Stock"	http://us.bhx.com/AZZ00101-163-35.html	"8.00 USD"	"10.00 USD"	"Add attitude with accessories for those fashion-forward finishing touchesIt's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."		" "	bhx	US	New	adult	TRUE	Jewellery		"Clothing & Accessories > Jewellery & Watches > Body Jewellery"	Jewellery		http://i1.adis.ws/i/bhxamplience/azz00101_silver_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_silver_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00101_silver_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00101_silver_xl.jpg
AZZ00110	AZZ00110	"Bella Batwing Tie Shift Dress"	Female	253			AZZ00110	Parent	"In Stock"	http://us.bhx.com/AZZ00110.html	"8.00 USD"	"10.00 USD"	"Dresses are the most-wanted wardrobe item for day-to-night dressing. From cool-tone whites to block brights, we've got the everyday skater dresses and party-ready bodycon styles that are perfect for transitioning from day to play. Minis, midis and maxis are our motto, with classic jersey always genius and printed cami dresses the season's killer cut - add skyscraper heels for a serioulsy statement look. Dress up or down in style with bhx."		" "	bhx	US	New	adult	TRUE	Dresses		"Clothing & Accessories > Clothing > Dresses"	Dresses		http://i1.adis.ws/i/bhxamplience/azz00110_sand_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00110_sand_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00110_sand_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00110_sand_xl.jpg
AZZ00110-105-16	AZZ0011010516	"Bella Batwing Tie Shift Dress"	Female	45	4	black	AZZ00110	Variant	"In Stock"	http://us.bhx.com/AZZ00110-105-16.html	"8.00 USD"	"10.00 USD"	"Dresses are the most-wanted wardrobe item for day-to-night dressing. From cool-tone whites to block brights, we've got the everyday skater dresses and party-ready bodycon styles that are perfect for transitioning from day to play. Minis, midis and maxis are our motto, with classic jersey always genius and printed cami dresses the season's killer cut - add skyscraper heels for a serioulsy statement look. Dress up or down in style with bhx."		" "	bhx	US	New	adult	TRUE	Dresses		"Clothing & Accessories > Clothing > Dresses"	Dresses		http://i1.adis.ws/i/bhxamplience/azz00110_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00110_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00110_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00110_black_xl.jpg
