id	gtin	title	gender	quantity	size	colour	item_group_id	hierarchy	availability	link	sale_price	price	description	custom_label_3	shipping(price)	brand_name	size_system	condition	age_group	identifier_exists	pdxtcat_testing	pdxtstyletax	google_product_category	product_type	category_list	additional_image_link	image_link
AZZ00654-105-16	AZZ0065410516	"Maria Deep V Fringed Shoe Boot"	Female	3	10	black	AZZ00654	Variant	"In Stock"	http://us.bhx.com/AZZ00654-105-16.html	"8.00 USD"	"10.00 USD"	"We'll make sure your shoes keep you one stylish step ahead of the crowdWhether you're keeping it simple in sliders, living the high life in heels or joining the fash pack in flatforms, you'll be heading to shoe heaven with our fashion-forward footwear collection. Boots are your day-to-night bestfriend, giving a floral dress&nbsp;that tough twist - add a biker jacket for even more attitude. Find your summer feet in jelly sandals and enjoy balmy nights in block heels."	"low stock"	" "	bhx	US	New	adult	TRUE	Boots		"Clothing & Accessories > Shoes > Boots"	Boots		http://i1.adis.ws/i/bhxamplience/azz00654_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00654_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00654_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00654_black_xl.jpg
AZZ00663	AZZ00663	"Marianne Printed Stripe Sports Crop"	Female	1			AZZ00663	Parent	"In Stock"	http://us.bhx.com/AZZ00663.html	"8.00 USD"	"10.00 USD"	"Marianne Printed Stripe Sports Crop"	"low stock"	" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl.jpg
AZZ00663-144-20	AZZ0066314420	"Marianne Printed Stripe Sports Crop"	Female	1	8	multi	AZZ00663	Variant	"In Stock"	http://us.bhx.com/AZZ00663-144-20.html	"8.00 USD"	"10.00 USD"	"Marianne Printed Stripe Sports Crop"	"low stock"	" "	bhx	US	New	adult	TRUE	Tops		"Clothing & Accessories > Clothing > Shirts & Tops"	Tops		http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00663_multi_xl.jpg
AZZ00669	AZZ00669	"Deep Plunge Jumpsuit"	Female	561			AZZ00669	Parent	"In Stock"	http://us.bhx.com/AZZ00669.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl.jpg
AZZ00669-104-18	AZZ0066910418	"Deep Plunge Jumpsuit"	Female	19	6	berry	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-104-18.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl.jpg
AZZ00669-104-20	AZZ0066910420	"Deep Plunge Jumpsuit"	Female	10	8	berry	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-104-20.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl.jpg
AZZ00669-104-22	AZZ0066910422	"Deep Plunge Jumpsuit"	Female	68	10	berry	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-104-22.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_berry_xl.jpg
AZZ00669-105-16	AZZ0066910516	"Deep Plunge Jumpsuit"	Female	2	4	black	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-105-16.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_black_xl.jpg
AZZ00669-105-18	AZZ0066910518	"Deep Plunge Jumpsuit"	Female	6	6	black	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-105-18.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_black_xl.jpg
AZZ00669-105-20	AZZ0066910520	"Deep Plunge Jumpsuit"	Female	45	8	black	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-105-20.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_black_xl.jpg
AZZ00669-105-22	AZZ0066910522	"Deep Plunge Jumpsuit"	Female	111	10	black	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-105-22.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_black_xl.jpg
AZZ00669-111-16	AZZ0066911116	"Deep Plunge Jumpsuit"	Female	3	4	camel	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-111-16.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl.jpg
AZZ00669-111-18	AZZ0066911118	"Deep Plunge Jumpsuit"	Female	23	6	camel	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-111-18.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl.jpg
AZZ00669-111-20	AZZ0066911120	"Deep Plunge Jumpsuit"	Female	9	8	camel	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-111-20.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl.jpg
AZZ00669-111-22	AZZ0066911122	"Deep Plunge Jumpsuit"	Female	46	10	camel	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-111-22.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_camel_xl.jpg
AZZ00669-133-20	AZZ0066913320	"Deep Plunge Jumpsuit"	Female	23	8	ivory	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-133-20.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl.jpg
AZZ00669-133-22	AZZ0066913322	"Deep Plunge Jumpsuit"	Female	8	10	ivory	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-133-22.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_ivory_xl.jpg
AZZ00669-148-18	AZZ0066914818	"Deep Plunge Jumpsuit"	Female	11	6	navy	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-148-18.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl.jpg
AZZ00669-148-20	AZZ0066914820	"Deep Plunge Jumpsuit"	Female	82	8	navy	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-148-20.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl.jpg
AZZ00669-148-22	AZZ0066914822	"Deep Plunge Jumpsuit"	Female	95	10	navy	AZZ00669	Variant	"In Stock"	http://us.bhx.com/AZZ00669-148-22.html	"8.00 USD"	"10.00 USD"	"Jump start your new season wardrobe with the always chic and versatile jumpsuit. This 70s inspired one piece is an ultra-versatile day-to-night wonder. Dress up with stiletto heels and a clutch bag, or go casual and rock with sliders and a faux leather jacket for on-trend transitional dressing."		" "	bhx	US	New	adult	TRUE	Jumpsuits		"Clothing & Accessories > Clothing > One-Pieces > Jumpsuits & Playsuits"	Jumpsuits		http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00669_navy_xl.jpg
AZZ00676	AZZ00676	"Holly Utility Festival Biker Jacket"	Female	9			AZZ00676	Parent	"In Stock"	http://us.bhx.com/AZZ00676.html	"8.00 USD"	"10.00 USD"	"Holly Utility Festival Biker Jacket"	"low stock"	" "	bhx	US	New	adult	TRUE	"Coats & Jackets"		"Clothing & Accessories > Clothing > Outerwear > Coats & Jackets"	"Coats & Jackets"			
AZZ00727	AZZ00727	"Basic Box Pleat Midi Skirt"	Female	719			AZZ00727	Parent	"In Stock"	http://us.bhx.com/AZZ00727.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl.jpg
AZZ00727-104-16	AZZ0072710416	"Basic Box Pleat Midi Skirt"	Female	6	4	berry	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-104-16.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl.jpg
AZZ00727-104-18	AZZ0072710418	"Basic Box Pleat Midi Skirt"	Female	27	6	berry	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-104-18.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl.jpg
AZZ00727-104-20	AZZ0072710420	"Basic Box Pleat Midi Skirt"	Female	36	8	berry	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-104-20.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl.jpg
AZZ00727-104-22	AZZ0072710422	"Basic Box Pleat Midi Skirt"	Female	5	10	berry	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-104-22.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl.jpg
AZZ00727-104-24	AZZ0072710424	"Basic Box Pleat Midi Skirt"	Female	11	12	berry	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-104-24.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_berry_xl.jpg
AZZ00727-105-16	AZZ0072710516	"Basic Box Pleat Midi Skirt"	Female	25	4	black	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-105-16.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_black_xl.jpg
AZZ00727-105-18	AZZ0072710518	"Basic Box Pleat Midi Skirt"	Female	35	6	black	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-105-18.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_black_xl.jpg
AZZ00727-105-20	AZZ0072710520	"Basic Box Pleat Midi Skirt"	Female	14	8	black	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-105-20.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_black_xl.jpg
AZZ00727-105-22	AZZ0072710522	"Basic Box Pleat Midi Skirt"	Female	34	10	black	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-105-22.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_black_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_black_xl.jpg
AZZ00727-133-16	AZZ0072713316	"Basic Box Pleat Midi Skirt"	Female	46	4	ivory	AZZ00727	Variant	"In Stock"	http://us.bhx.com/AZZ00727-133-16.html	"8.00 USD"	"10.00 USD"	"Skirts are the statement separate in every wardrobe This season it's all about having fun with your hemline. Mix it up in minis, midis and maxis or go matchy-matchy and co-ordinate with a crop top. Push the boundaries in pleated pastels and fondant shade full circle styles, updating with a holographic clutch for a cool colour clash. Flirt with the skirt for your favourite every day and evening ensembles."		" "	bhx	US	New	adult	TRUE	Skirts		"Clothing & Accessories > Clothing > Skirts"	Skirts		http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_1.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_2.jpg,http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl_3.jpg	http://i1.adis.ws/i/bhxamplience/azz00727_ivory_xl.jpg
